test_score,treatment,income,parent_edu,school_funding,class_size,teacher_experience
89.89253050756218,0,34511,9,4649,24,17
69.94998352176233,0,39115,14,8939,25,16
73.96858911992446,0,32509,11,9674,23,13
61.74528884421201,0,17661,11,1992,22,14
71.9575487411534,1,27008,15,14201,30,13
90.38918660273166,1,47635,10,10120,30,15
76.6303770915777,0,11775,11,4397,27,15
89.94150228430907,1,27518,12,12395,19,13
76.33954690290865,0,25031,15,8713,26,15
70.01591267498846,0,31087,14,8550,23,8
72.02839446902014,0,36734,11,9640,32,10
62.498241752227976,0,44478,11,15027,16,13
72.81835226565593,0,27568,9,6270,22,24
81.61625440049036,1,37311,10,10895,22,15
20.81847055435523,0,34498,10,12077,23,11
85.32959308327057,0,34269,12,9511,30,11
100.28248343138642,1,24925,18,7696,15,16
67.8616933835927,1,21024,10,5547,24,11
57.80269004262487,0,20100,11,3605,29,16
58.185711633473545,1,23192,6,9930,30,15
73.46679468749763,1,32895,14,13351,22,5
64.89409679858309,0,36849,7,10263,22,15
69.3376414415235,0,32911,9,9209,27,15
61.51603685961508,0,25059,15,7073,26,17
80.46246472164668,0,46254,6,15223,25,7
88.95811829758829,0,43670,12,10838,15,19
66.18047427094739,0,26814,14,7823,19,11
76.23709150501126,0,22589,17,7434,21,24
90.71968362356074,1,31172,9,10957,28,23
95.88004752456168,1,41406,10,5470,18,8
118.59182801332187,1,32995,17,10907,20,4
87.06742039713508,0,35009,12,11367,24,16
61.981816213225486,0,28091,10,10947,19,7
71.07184804571553,1,34106,10,8916,28,19
86.26613231187957,0,43901,9,11874,23,15
72.05925500751343,0,27843,11,11359,34,3
98.83465940498002,0,31290,15,5479,22,17
77.64644144678168,1,32284,15,13758,22,13
77.79535792419794,1,32554,8,16156,29,14
65.62255871671144,1,17293,13,6382,22,21
59.53790715660889,0,13108,11,5968,33,11
58.23055677923544,0,20823,14,2523,27,17
91.01457861947745,0,31511,12,7717,23,8
73.93992779188173,1,34985,13,13140,24,9
69.70082512423662,0,25224,12,8472,39,11
70.51330883457139,0,42395,5,12265,27,8
80.00915897814517,1,28711,12,9196,26,15
41.635722761368186,0,30183,8,10322,24,4
73.43508741838248,0,28254,14,7744,30,17
60.0179255071463,0,31206,10,9290,17,7
68.25982518524596,0,36340,10,10811,24,14
90.40934791280911,1,35991,12,8167,15,5
110.27378271100396,1,21914,14,7383,22,15
118.40900909013524,1,43713,11,17623,29,19
77.43040726024054,0,20145,17,10373,32,12
93.49562156416641,1,30713,17,5523,28,21
79.137078828328,1,27530,17,9686,28,11
59.8827033974439,0,20559,11,7856,16,14
76.19496911786736,1,29324,8,7771,22,6
66.22421604003424,0,23333,16,4589,32,15
98.87705127362102,1,30656,11,5895,22,9
107.76508974708227,1,33628,12,8977,24,8
129.49661123735817,1,43247,14,13849,21,21
57.726373324314366,0,32766,7,9435,20,4
10.606058254720054,0,24499,17,5822,23,11
62.816857674704735,0,26475,15,4820,22,16
82.08527839753575,0,31260,13,10255,30,13
68.47886637116537,1,30841,15,11919,26,1
81.3943468743094,1,43136,14,10624,30,16
75.32375736729998,1,42558,12,13889,18,4
62.204023120018185,1,26770,11,3332,31,9
90.83404656516547,1,25062,10,5875,25,11
25.9415451511643,0,6987,13,3920,34,0
75.60917981532215,0,25060,13,4723,25,11
67.1425172174122,0,21197,15,4848,18,16
104.39845496220478,1,26807,13,11587,31,11
82.19214621113456,0,33524,9,8225,24,13
70.91617894680822,1,31595,7,7344,15,26
68.87199809237771,0,29730,12,10359,26,19
74.57032994180321,1,31796,12,14426,26,12
97.73040195253897,1,28865,12,8060,30,28
92.27694798824268,0,31773,7,11454,15,8
58.56079451204112,0,2000,15,3964,31,15
76.94233438379396,1,27576,15,9087,23,3
78.00238721115863,0,29002,10,8026,35,14
83.34170765819161,1,26929,14,5888,16,11
84.97426073860008,1,28038,15,4849,28,12
87.74557314933784,1,36330,12,13678,27,14
57.688472819609714,0,24617,9,7838,23,14
122.2843221279054,1,49806,17,18274,21,6
78.10088965724677,1,36195,13,13331,23,10
96.1481491514076,0,29943,11,7441,23,12
92.49697518181817,1,28140,14,5475,19,3
88.85064055785419,1,29221,17,9798,30,17
59.02588417397123,0,21762,11,4947,20,23
95.09223235561396,0,29143,14,9685,30,14
90.2355964584099,0,32508,18,7925,16,9
77.8629277590741,0,35216,9,8412,24,0
95.33291313728492,1,35217,10,10213,24,3
56.66847603573005,0,27526,10,10593,25,14
69.58055111432964,0,17255,12,5943,30,20
64.0714862582324,0,23978,11,10139,24,11
91.00241331246649,1,44510,13,10269,23,3
85.11644194621408,1,38065,10,8777,24,7
46.78119676195804,0,33327,10,9775,30,9
12.215929273151303,1,23148,13,12359,19,0
76.41896166630005,0,30033,12,10696,20,10
62.365473062886004,0,18699,15,2943,15,17
52.30338263067311,0,25033,13,7319,35,2
77.74847576132882,0,27793,14,8890,19,9
72.43088710731125,0,26745,9,6602,16,0
75.88880088492397,0,38609,11,13116,21,7
72.3537604932935,1,17231,18,4778,22,11
62.81373464525329,1,22211,13,5915,32,18
67.14942233669932,0,17628,14,8439,23,15
52.21921390640018,0,18864,13,1385,26,5
92.98322483508294,1,31117,13,6930,16,13
61.52769713091992,0,15596,11,2636,26,10
90.34740987182833,1,36785,20,8916,17,12
72.54621604252424,0,27779,11,6512,23,11
46.381434944181976,0,30619,12,10407,21,14
16.019054504111395,0,32903,5,12612,25,13
85.7365617415668,1,26093,15,10118,28,17
89.73454506030234,0,39292,10,9239,18,13
95.2046459705374,0,28251,12,8207,19,22
61.164841671996534,1,35347,10,11735,26,15
15.837802871600118,1,28208,12,9062,28,21
71.33460085628266,1,32618,11,13050,32,16
64.9220615567162,0,32517,12,8067,23,8
109.01808554368823,0,32250,12,10066,18,19
75.10060876837044,0,21231,12,5386,26,19
85.27961946481186,0,33923,11,10805,21,0
86.56219733181989,1,27129,16,5442,20,9
124.51055302142257,1,35674,15,8380,32,21
51.13715083298558,1,10628,15,1363,28,18
58.4456355772722,1,16814,10,3635,21,3
85.77909281301834,1,33271,16,13851,25,17
96.61005420755787,1,46766,15,16968,25,22
89.2607487359185,0,37516,10,10723,26,16
79.89510045408562,1,23858,17,7590,23,3
66.68674105438392,0,14772,10,445,15,7
92.30721035436392,1,36684,6,10557,20,14
81.03051419102303,0,29275,15,9181,22,11
31.76101177461888,0,35316,12,13459,25,20
83.60236148225196,1,31038,15,10128,20,16
8.138195877232278,0,30267,10,10162,26,24
81.95253667379674,1,56628,8,17733,23,18
83.88368094173026,0,29945,16,9656,21,15
54.949690448302164,0,28567,8,5078,19,10
54.19729667854968,0,28907,7,7630,27,20
68.38301491322953,0,24748,6,11012,27,12
56.466141590654516,1,38911,4,13733,29,6
72.12378029434105,0,26816,9,9280,28,12
60.48409618164466,0,35723,5,10884,28,11
64.14776931032759,0,32561,12,11417,27,6
89.4072209596867,0,40971,5,9929,16,17
88.70947386687321,1,33782,9,6184,24,11
82.18178163391967,0,19080,19,4769,18,14
75.64262961994196,0,18062,13,6763,32,7
63.61750590221165,1,42675,12,13072,25,11
74.79179499377742,0,24522,7,9891,31,17
56.778906707872736,0,18115,11,6313,20,11
65.12865368226261,0,23973,12,7304,25,10
86.21628115326044,0,41382,7,15733,26,25
65.68883868554238,1,17218,12,7996,23,14
74.4038755860938,0,22202,16,6415,26,16
5.725895532047986,1,23999,11,4442,32,16
63.12340489151223,0,18739,11,3353,20,13
91.70558714906798,1,19341,6,5399,15,15
30.492705315412394,0,16337,8,3984,33,6
86.21903563823811,1,25849,15,11899,21,21
71.34218734948364,0,26806,10,3841,31,19
50.00995375242061,0,23857,9,6997,28,13
63.09030632410766,1,15117,10,1869,24,12
81.13684904905098,0,41280,12,12676,27,5
70.21517898429704,0,18038,9,6367,19,18
84.0932891405038,0,32502,12,8738,25,10
73.28572010617191,0,20327,8,7424,28,16
79.3016952128267,1,36015,14,10308,21,3
84.82199237273672,1,38602,9,11132,23,16
55.435239108280115,0,22101,16,5586,27,11
63.26519790226401,1,12687,12,5433,32,12
55.24578154334647,1,36262,9,11225,25,3
100.49188522396007,1,46882,15,17998,23,16
80.31860122468433,0,33741,8,13297,24,8
79.94894531036869,1,31445,10,10818,31,12
87.49375081511312,1,37378,12,5815,22,17
87.99438638630389,0,36885,12,7355,23,11
79.40558414169995,0,22539,6,9227,22,24
52.232732998800095,0,24068,9,6031,24,7
100.59991960655947,1,35500,13,11237,26,13
54.72810343291248,0,28704,8,7035,30,14
89.78853414006566,1,41849,16,13850,15,6
84.37564660291072,1,23661,13,9493,28,13
83.65421588425777,1,36755,10,8003,21,11
77.70656788624946,1,33084,11,7891,28,13
80.24660860921855,0,28862,18,4499,31,15
111.45500687280618,1,40583,15,12758,30,20
78.75424105352697,0,36121,13,6673,26,14
68.02874616427957,0,20955,8,5371,29,15
107.89146555582738,1,35762,17,12028,20,21
119.5395312098732,1,42375,15,17858,25,2
84.67098192680936,0,28826,12,9569,33,10
80.3111721149663,0,27762,10,11461,21,12
76.86362517370681,1,23973,11,7840,26,3
70.42966463675624,0,29878,8,9736,23,12
74.15731261619264,1,36176,11,10325,24,0
77.27613908126052,1,22641,14,5834,27,16
54.31063326949284,0,17883,7,8301,24,3
66.15239157040088,1,26618,11,8922,25,4
63.09570809740063,0,17582,12,6115,22,15
74.54373329568925,0,34709,12,8892,16,2
65.62354213427801,0,26160,8,6985,26,24
55.331118494597,0,14201,8,9429,27,13
75.26789774967476,1,26863,15,7890,32,11
28.265636215935032,1,28266,8,11795,24,19
99.87486055249013,1,34042,15,8912,18,12
86.56649130750458,0,28692,11,10611,21,13
112.70347859709562,1,46819,15,14770,28,11
63.833729094105806,1,25332,11,6590,25,9
69.70267892299064,0,29438,9,10453,26,14
81.61455929420997,0,29074,15,4864,23,15
14.702401215917646,1,27456,12,9673,34,4
80.31743834377879,0,31282,16,11352,34,7
106.67077114307696,1,34871,15,11144,20,8
77.24003395176639,1,42061,11,15896,30,12
63.75898961784524,0,15877,11,4593,27,14
67.77080957833613,1,25407,12,7249,25,25
80.01412356463722,0,25970,13,8679,21,14
49.12416958862685,0,38441,9,13701,33,11
81.19130917970355,1,26790,15,9462,31,8
77.92846460703508,0,12943,11,3316,18,18
75.52024323420235,0,30790,11,6749,32,12
64.29607147589273,1,29697,10,10568,25,14
72.60152124075006,1,31618,13,7511,22,12
73.38785846520513,0,20639,10,4146,20,15
86.91925483874144,1,45471,12,12005,30,15
62.78260180745805,1,27085,20,8270,27,14
96.43519584394265,1,28305,12,6501,21,12
69.2269540632305,0,21900,11,3731,21,13
44.83567369165487,0,21621,7,4839,23,14
63.036460990207225,0,18995,12,5240,22,0
91.5110131641682,0,26460,9,9074,28,12
65.81973205124895,0,21382,11,6583,27,18
88.87743807814297,1,48508,12,11851,22,9
45.206007370639156,0,13004,7,4473,17,0
78.71333482551627,1,19845,12,6760,18,4
72.54962439872148,0,26387,13,6779,29,12
82.05415208072202,0,36061,8,8828,20,8
59.455710772012246,0,26276,11,5891,26,13
83.72494011857093,0,36084,7,9496,16,12
60.76400488958899,0,21119,17,11871,27,9
72.84074056334228,0,30534,13,6937,35,7
81.4044371563237,1,45696,11,14374,18,13
65.04468701302478,0,21290,12,4602,28,12
64.44680184347163,1,33776,15,8868,26,11
80.98630329135017,1,31862,12,7793,30,17
61.62415477262585,0,9736,13,4924,24,13
62.7720859676956,1,24699,17,8358,26,8
101.5842382901948,0,40180,11,11731,26,10
76.37108067151554,0,31216,9,10622,28,12
53.650433792444794,0,19090,10,7586,21,13
78.6920578200457,1,36217,16,8738,26,20
76.59107489776696,1,25688,12,9074,29,22
59.84459661667323,0,33240,10,8178,31,9
81.67180871098996,1,33392,15,12113,27,6
54.76736102669602,1,19932,15,7830,19,9
105.58066617898035,0,37108,11,12142,17,15
55.36946758377147,0,20932,9,5755,27,17
71.12680565561287,0,18248,7,4159,20,10
53.21560570158294,0,22055,7,5957,29,7
107.08048151312533,1,26885,11,9988,24,14
78.99028383918089,0,30985,9,7590,30,16
26.815347702116384,0,23047,18,7038,36,18
96.32796277811595,1,36703,12,6642,25,8
68.5619108022987,0,32263,6,10330,24,14
73.80473907492733,1,23747,16,4535,30,2
78.82385811574628,1,38001,12,8105,30,11
86.72846023575481,0,40450,14,13432,34,16
80.60791609827709,0,29112,14,9259,26,21
79.68472124012776,0,28065,13,7311,22,14
55.78355389178112,0,14036,14,3456,25,11
12.752114638779048,1,26332,13,13577,22,4
79.22830652605002,1,27376,9,7728,26,13
86.25820858035911,1,32208,13,9159,21,16
89.60877570618918,1,28484,15,10176,30,18
80.87668585680304,0,32196,11,9877,28,13
96.46727568347956,0,43807,14,15611,26,6
78.76460483827651,0,25231,13,8263,25,15
80.93015099394619,0,25581,17,9577,24,22
49.77377831311292,0,18218,11,6574,32,10
81.14886207935658,0,29922,11,10590,31,7
68.31522582980094,0,38791,12,11531,26,10
63.976774123765765,0,14240,12,4828,21,12
78.2815162254283,0,24007,5,6525,19,9
68.48630697939248,1,30323,10,10607,26,16
84.04415285339904,1,37651,13,7930,22,15
81.84954545794616,1,33446,12,11849,27,10
51.09072036597726,0,32929,10,12374,23,12
49.84972924184372,0,27981,10,10249,29,3
97.5745587828169,1,34337,11,10041,26,14
82.94818237355342,1,39129,10,13002,30,4
10.663588442831681,0,14619,10,2444,15,10
18.107209306029063,0,36557,10,13060,24,9
53.710700083723076,1,29111,15,5985,36,15
66.2563080862395,0,25230,15,9053,15,9
45.81639379416406,1,8012,15,3735,29,12
82.38773956549916,1,17577,13,6290,27,21
113.24752732663933,0,45283,10,12467,31,3
62.76312644975619,1,23803,15,9041,24,13
80.05405126992612,1,20237,11,1478,31,17
78.86672047867181,0,25892,12,9711,31,8
82.10916415858003,1,23294,16,7467,26,12
56.59531956111303,0,31119,12,11963,19,4
70.5215593732548,1,43653,13,13596,30,2
45.98643037355727,0,24720,8,12012,20,16
78.5622911239351,1,31389,13,7062,24,10
63.657395507101334,1,19675,9,7426,30,4
94.52730908346254,0,43681,15,10889,30,9
79.09422013600604,1,31701,11,9194,23,16
46.9730243228108,0,20264,5,7935,28,15
75.61637874015436,0,38139,11,13005,17,18
85.09687042001565,1,40800,11,17439,23,9
79.62789793820883,1,31453,13,8557,32,8
78.57136049414677,0,15245,14,7789,32,14
114.92667393942646,0,46067,11,13184,28,18
78.30604871152973,0,32791,15,8085,24,10
49.885408377875855,0,40534,2,8103,29,18
80.13459217346472,0,25042,10,7919,25,10
101.58171908851777,0,26412,9,6620,26,24
54.12898803541523,0,30994,8,11417,25,2
89.82053561800164,1,40021,15,10685,21,21
74.52248356689469,1,31287,14,8195,29,3
74.55005118680943,1,18688,10,6493,20,19
78.32447771286206,1,32358,16,14010,29,13
69.18638098873515,1,44666,12,10678,20,9
80.25265012168785,0,30592,11,11722,21,7
78.09920660217875,1,31164,10,11535,15,6
82.3868683220153,1,18637,10,5039,24,16
72.95718983738898,0,17373,13,6900,26,15
81.05673456066914,0,24261,14,6568,29,11
72.11528071858378,0,27061,13,14047,32,12
74.52861595593546,0,30937,6,9001,18,7
69.50093097726258,1,31494,13,9649,30,11
103.02325249454829,1,44417,14,12511,23,17
79.00959535785255,0,30528,10,4925,25,7
106.2428624230981,1,39580,12,11216,24,15
65.92263951226707,1,29646,6,9474,23,9
90.16855824241999,1,43040,8,16664,21,3
75.50638955227909,0,13166,11,5180,26,18
-16.65705933380403,0,24611,11,6910,29,4
83.6016976832125,1,38847,13,11804,19,9
76.49351328766379,0,28456,8,9355,25,18
18.37110570267535,1,38384,11,10568,22,7
66.76685157683724,0,33466,11,11745,30,18
93.45396671149044,1,38513,14,15617,27,9
72.0198143527397,0,35518,16,9747,33,11
102.7584839617297,1,36063,17,13838,17,23
60.77853986112117,1,43432,7,15220,30,19
79.68021390567192,1,38878,12,13007,26,13
79.18647115193909,0,38944,9,11963,21,8
71.45618055198906,0,30184,12,9900,27,12
77.22097647984899,1,24763,13,6886,33,22
76.98165471472157,0,24064,12,11811,33,25
94.19155463844137,1,36759,12,9232,29,8
69.2936707707536,0,8054,16,5254,20,21
69.55778364009319,1,18235,14,9345,27,3
66.9998471709,0,21331,11,5591,27,16
70.98525888158954,1,27771,12,11246,31,14
57.261204663776034,0,6317,15,2255,24,18
99.96766433302155,1,41328,14,12554,25,7
68.0937871497195,1,35402,11,10434,22,13
79.03872376325879,0,47861,7,10324,28,1
76.25808064145397,1,39560,8,13238,24,8
76.14890307998482,0,39273,12,15391,26,12
26.190577967364092,0,50256,7,13315,23,13
90.45322319179115,1,24861,12,9577,25,29
58.01744711226684,1,16469,11,4728,20,9
74.19729666984655,0,27909,15,5641,26,12
55.83189292680172,0,22575,8,9267,22,5
54.237539155595925,1,27688,6,12522,28,1
38.93638132336024,0,20548,11,4179,34,17
97.89764439059012,1,35111,14,11073,29,17
90.34281267509684,0,34617,15,6786,19,4
-4.034356476858775,1,29758,9,8822,23,2
83.83264789570501,1,32804,13,11056,17,8
65.4618505453005,1,28722,9,12999,25,22
