id,year,test_score,treatment,post,income,parent_edu,school_funding,class_size,teacher_experience
3,14,104.16315388272,0,1,39400.2950130827,13.3008611694266,7251.5290010725,21.8888156734771,12.8251555299738
3,15,101.461009908676,0,1,41235.8768334873,13.3008611694266,7616.77206330323,27.7670657083275,13.4343845581059
4,1,83.1829192117757,1,0,31710.1585040222,13.1582533145532,5620.60684410198,27.4489393174934,0.583893902854137
4,2,81.977944487076,1,0,32966.5685941587,13.1582533145532,6340.34685223133,23.2860966066259,3.70738189342699
4,3,74.6789217757906,1,0,32980.3178477286,13.1582533145532,5921.60175700788,22.9016349022892,1.20879673481762
4,4,84.9161144754677,1,0,33446.8402643116,13.1582533145532,5212.52065912024,23.5378056617532,1.454153558611
4,5,82.1903329107281,1,0,35009.8920011217,13.1582533145532,5646.46774400755,29.3937244316728,7.0592088993602
4,6,75.1727589905744,1,0,35988.5375833879,13.1582533145532,7254.43443751351,25.0924192269884,6.92588799948393
4,7,97.9928239416082,1,1,36438.1820589291,13.1582533145532,6168.80644897582,26.5149273409663,5.23137821708087
4,8,90.8871058693172,1,1,37497.7466095678,13.1582533145532,6206.40085161968,25.6709175777648,8.81227446888347
4,9,97.6097448812379,1,1,38720.4494741606,13.1582533145532,6570.55211344782,29.7048917401125,12.7618079214646
4,10,97.5381483370993,1,1,38375.7052459358,13.1582533145532,8196.12151233536,19.9815770942391,10.8801060071105
4,11,97.014103723039,1,1,41134.3583895248,13.1582533145532,7377.92147678518,26.2172654277227,11.964640075981
4,12,92.6386210085673,1,1,43038.2325990018,13.1582533145532,7255.34502030136,25.5638500206375,7.51729978189211
4,13,101.667807580742,1,1,43157.4692529185,13.1582533145532,8144.48115433691,27.8283918052655,11.2632619927624
4,14,105.271904750854,1,1,42068.6376694045,13.1582533145532,7102.46399209886,26.0678441161673,14.2602456037259
4,15,111.366547358926,1,1,41542.9598470081,13.1582533145532,7941.09642388777,21.286987412955,15.2740248560719
5,1,82.4025804550479,1,0,43605.0439864015,15.8739699133742,5550.66266673305,21.7819494492263,1.00117731602594
5,2,97.1249171454475,1,0,45193.8951100213,15.8739699133742,4839.58257346438,23.7445823072512,0.573383587925008
5,3,91.3036614309746,1,0,45854.5044474782,15.8739699133742,5357.30304241998,23.6561317825757,4.35161013564152
5,4,107.365452164085,1,0,44609.4268349561,15.8739699133742,6011.28563566798,27.9766165499581,8.56480622315824
5,5,102.927031813145,1,0,45488.8009590497,15.8739699133742,5304.83897267483,27.9837022421883,6.45311249981736
5,6,96.7427063197924,1,0,47498.469964796,15.8739699133742,5188.46066844091,23.9832447627931,7.09178451924616
5,7,108.130877455897,1,1,48753.5825354206,15.8739699133742,6254.61596198863,22.2553209523139,10.242457067589
5,8,103.128855288353,1,1,49763.2087140245,15.8739699133742,7617.91718454689,29.2660095143662,8.6943401717336
5,9,107.819777149899,1,1,50469.4448892333,15.8739699133742,6401.89374789305,29.9012626212258,7.40621382494597
5,10,113.917427873545,1,1,49447.8532784531,15.8739699133742,6308.83412627516,25.1660786549828,12.5338588008195
5,11,109.433137770209,1,1,49865.9995743449,15.8739699133742,7138.69465080806,23.0539602562116,8.62871434895559
5,12,112.526165724392,1,1,49928.8607127109,15.8739699133742,8016.38207930599,23.0367945360461,11.7602429543816
5,13,113.69717981551,1,1,53209.0890485233,15.8739699133742,7129.42073927171,26.0972395734903,13.9191956187783
5,14,113.885453264414,1,1,54295.0437766903,15.8739699133742,8108.52503607851,26.6063895037478,12.2206915882681
5,15,116.079187031366,1,1,54565.5587598712,15.8739699133742,7858.86408741963,33.0299855406218,11.9404506649134
6,1,83.8122973972318,0,0,29008.2758919531,8.99322037886804,4216.34761545014,25.4320021771928,3.28776456057399
6,2,74.8136458212572,0,0,32411.0383229893,8.99322037886804,5369.87523642005,26.5302870000766,0
6,3,87.0114005807899,0,0,31249.096183752,8.99322037886804,5771.05529076393,21.3849136726492,2.93591048537203
6,4,85.025204383408,0,0,34174.2024046866,8.99322037886804,5689.97021472094,26.2913261147815,4.14857310535643
6,5,94.1082628240614,0,0,33722.487283347,8.99322037886804,6063.36069239206,24.6259702869842,1.30727368671975
6,6,88.2296228178057,0,0,35137.3171584275,8.99322037886804,5766.25630312573,29.1232386926923,3.93261960706532
6,7,85.360505043382,0,1,35053.5299747118,8.99322037886804,6052.21402999523,23.8095658789062,5.37209286254921
6,8,96.3223111839429,0,1,35434.1967553931,8.99322037886804,6531.75303641954,20.3325908647409,6.15862111697676
6,9,90.8525370673644,0,1,35262.2221501952,8.99322037886804,7461.06800774764,23.9581400853978,9.58072823788066
6,10,93.10721810144,0,1,36492.1772634526,8.99322037886804,6325.13541531294,22.3952173303879,7.78688241910348
6,11,87.9971834333233,0,1,37779.504852443,8.99322037886804,6806.89139294743,26.7075314066593,11.6149169295747
6,12,99.5657774981134,0,1,38884.60799178,8.99322037886804,7378.22671919958,25.2923853500919,14.8042822206947
6,13,97.3900485436037,0,1,39345.2359465393,8.99322037886804,6982.33844647868,25.5852128375687,10.6669426162241
6,14,94.5606157250942,0,1,39976.4044048525,8.99322037886804,7130.70514713705,29.2937173683048,10.6401008451523
6,15,101.561243919047,0,1,41113.7831459635,8.99322037886804,7855.72859897308,27.0849322726102,14.68336177862
7,1,70.8160521636024,1,0,39124.5907937835,8.68445181252752,4951.20609112663,23.3069870409854,1.25384039546808
7,2,81.3766428403723,1,0,40115.5922472103,8.68445181252752,5677.19036201387,24.8512523619178,3.33184113079316
7,3,79.9181133516827,1,0,40198.3918690627,8.68445181252752,5405.38977955938,24.1993123831554,2.88466706197638
7,4,79.6178624405514,1,0,43502.9349081556,8.68445181252752,5062.69918871203,29.4357039939322,0
7,5,84.9688870903558,1,0,43706.1626730579,8.68445181252752,7228.45053604143,29.6068162515115,1.52586195532413
7,6,90.5324972001483,1,0,44578.1729387979,8.68445181252752,5956.26442861341,22.0212750947705,5.43909518913229
7,7,99.7146086694866,1,1,44923.4454246192,8.68445181252752,7595.35409776772,20.8028297053426,8.75804390912929
7,8,102.790478256372,1,1,46419.1570426605,8.68445181252752,6132.48225214686,29.4065843385192,9.57121696715953
7,9,103.947390688211,1,1,46582.7149180305,8.68445181252752,7069.58106438124,24.6430169863914,6.37541015568323
7,10,98.8178896320304,1,1,47622.7672885479,8.68445181252752,6676.95548882953,20.0591976882304,8.78436472847703
7,11,105.524551912435,1,1,47755.6797363629,8.68445181252752,7733.32375868011,25.7609311858073,11.0967328273003
7,12,101.536660446172,1,1,51658.8971478868,8.68445181252752,7087.48047115997,22.3735384557138,11.527291338653
7,13,102.880514188641,1,1,51805.7293245525,8.68445181252752,7591.9098702183,22.6554303575146,15.5084264054574
7,14,99.2113946927554,1,1,51565.5557340216,8.68445181252752,8070.57331290967,25.4835665358226,13.4480932147614
7,15,116.186048637558,1,1,54848.6855804908,8.68445181252752,7832.784856973,20.5270232353016,13.8945133897529
8,1,77.4502939918497,1,0,36430.3329791794,13.7758380101916,4842.57993774071,26.0439619940053,1.03673127769473
8,2,81.6121449677529,1,0,37307.8319410006,13.7758380101916,5297.76268236446,22.4822231355437,0.0633367886111802
8,3,86.8068259608775,1,0,37099.3874700788,13.7758380101916,4670.91192205151,26.16825660869,0
8,4,83.0563036185082,1,0,37661.9944010417,13.7758380101916,5698.11437886198,29.3698276583691,3.97105042721834
8,5,97.9978679860993,1,0,38746.5218762265,13.7758380101916,5739.03875113943,23.4319305836643,4.8964840837198
8,6,85.3829101235594,1,0,40008.9738050763,13.7758380101916,6210.99479511773,28.1646936332457,5.09613527472384
8,7,106.262706392836,1,1,41163.9061260856,13.7758380101916,5592.19459562918,22.2230831822784,7.50032295964579
8,8,99.2915470868157,1,1,42713.1690400071,13.7758380101916,6910.56977248745,22.2209783618805,5.55079368730693
8,9,105.547658891733,1,1,41374.3378565186,13.7758380101916,6768.30628930025,25.0585896480154,8.70250931879068
8,10,104.696993824828,1,1,41627.5518831101,13.7758380101916,6462.60427108872,23.8712190898127,10.5053048997424
8,11,115.784535777997,1,1,43503.6836674777,13.7758380101916,7837.78623142004,21.1948757733077,9.91655860447117
8,12,107.113909711299,1,1,47184.6375577633,13.7758380101916,7330.03492446292,22.2755837706792,10.7671936608345
8,13,100.177319144189,1,1,44493.6258979949,13.7758380101916,6739.59159109442,30.1128635039743,12.9464864279572
8,14,121.89386901657,1,1,46827.6313314691,13.7758380101916,8574.7148692757,23.7022776372499,14.6062016267307
8,15,118.124720799244,1,1,46198.560274705,13.7758380101916,7710.90416298739,18.8501477705014,15.7580558455035
9,1,68.1488902068596,1,0,29004.8010992988,11.6409310076007,5296.66375804258,26.0874372466736,2.63065391912001
9,2,65.8924615059727,1,0,29165.390715967,11.6409310076007,6210.85694667103,22.3419986809774,1.87629454682164
9,3,73.5576507187403,1,0,30057.0267115688,11.6409310076007,5925.15513389828,20.2419482453338,0
9,4,74.4482361291612,1,0,32302.5193112737,11.6409310076007,5830.48446033505,24.8816728446774,5.48977260550955
9,5,90.9700055259412,1,0,31355.0450620735,11.6409310076007,6131.98126138188,18.4009842319499,7.4144552220981
9,6,75.2572438413268,1,0,31932.9909658372,11.6409310076007,5940.90577955567,17.7350458481089,5.74146018669678
9,7,94.610711635491,1,1,32676.861136166,11.6409310076007,6847.43510732242,21.1475438443032,9.09807946021948
9,8,94.2653299016438,1,1,34302.3303577316,11.6409310076007,6704.58340126585,28.4747666678623,11.4528830431462
9,9,99.5971961765054,1,1,33398.671188037,11.6409310076007,6486.92771089373,22.0196846325901,12.0300668962041
9,10,88.5393709116465,1,1,31588.4044941173,11.6409310076007,6732.29464740961,24.093728750637,8.59535984563596
9,11,93.4524532274109,1,1,32374.468012715,11.6409310076007,7466.35718281838,25.4202969154132,8.3100491246485
9,12,95.7954592302135,1,1,32210.9877357011,11.6409310076007,6926.3967636635,22.723314501726,11.9387564428144
9,13,106.424319765136,1,1,31344.359580511,11.6409310076007,7957.36019286386,25.4143497872741,14.0231452078138
9,14,99.6078633636783,1,1,35876.1037793092,11.6409310076007,8218.80788287208,19.2843423686983,13.0796734952146
9,15,97.8483597522978,1,1,34484.1094783461,11.6409310076007,7513.33337234873,25.2774554641273,13.4718928285975
10,1,74.0314922898496,0,0,18892.5768048153,12.2220156350549,5801.50413019318,23.2800347684881,0
10,2,75.085659950746,0,0,20440.0461304872,12.2220156350549,5224.34500009637,26.8975997010045,3.66374113504346
10,3,73.3706303458692,0,0,19507.4177329968,12.2220156350549,6329.60818830456,23.0109918934449,1.97254072147546
10,4,71.389965687061,0,0,20645.1049291491,12.2220156350549,6014.55642438371,24.4108084916614,3.10669162226292
10,5,79.9766619008897,0,0,21891.1509075698,12.2220156350549,5260.68667901733,27.6326215033548,3.29993267440394
10,6,85.0423214345798,0,0,22527.596100097,12.2220156350549,6558.1791681588,21.3751735587295,5.3526760104862
10,7,87.3758351775093,0,1,22288.2237789254,12.2220156350549,5996.33635873554,23.3198436633228,8.98085206353994
10,8,83.2700893297779,0,1,24554.1767887541,12.2220156350549,6372.64671072914,23.2993063302244,6.79788456737391
10,9,91.2593256137062,0,1,25129.818857224,12.2220156350549,6990.2109107559,19.8021865906937,10.1648705554953
10,10,91.7355694125418,0,1,25056.5561832941,12.2220156350549,7522.28873266004,27.218914576392,11.6199566323209
10,11,97.499046571707,0,1,24883.4467185906,12.2220156350549,6961.14959443541,20.3763123896392,11.4469108430682
10,12,95.6086238866931,0,1,27499.9833752522,12.2220156350549,7463.16971071378,28.1694761176113,11.2171050672095
10,13,103.921303053667,0,1,29054.9915858327,12.2220156350549,6822.37069499081,21.1200423540031,15.2330209055273
10,14,90.5596978361458,0,1,29768.8115735411,12.2220156350549,6741.55921905878,30.9637689827956,13.0478928062647
10,15,97.5376511501193,0,1,30021.7507971811,12.2220156350549,7060.21454412068,27.8361087867609,13.1288210298913
11,1,68.8844221587579,1,0,26255.8845120348,14.2238321315142,4797.07553214913,26.6777313114937,2.01877910745111
11,2,74.8435217453955,1,0,27115.6307823038,14.2238321315142,5911.96602729082,27.2508114462387,1.07125057541391
11,3,88.5674867477396,1,0,27967.2510663157,14.2238321315142,5131.22099958752,28.4956473409843,7.33270071344383
11,4,79.277279268666,1,0,29051.1960750214,14.2238321315142,5314.22700260444,23.3955030377166,3.3354786075872
11,5,83.4286543690546,1,0,31080.0376863695,14.2238321315142,5854.32132567085,21.4874815546002,4.37784085747899
11,6,88.9327137287579,1,0,31535.206939759,14.2238321315142,5652.5426135766,22.56067049246,4.56267333865616
11,7,93.2974577928782,1,1,30330.4077210258,14.2238321315142,6695.53268136069,14.7457723727873,6.92528036903573
11,8,93.1377880930026,1,1,31234.1387986234,14.2238321315142,6700.58977957955,22.3024535122745,5.21698739475051
11,9,94.0951921530512,1,1,33979.8504558108,14.2238321315142,7146.14920722559,23.3616384230723,6.31682270159876
11,10,97.8609982049302,1,1,35060.5814179334,14.2238321315142,6533.4435001589,24.2679264673977,7.21797715229403
11,11,103.603820452876,1,1,33511.1264497244,14.2238321315142,7154.16178536485,25.6730682850404,10.326373161928
11,12,95.7390750298123,1,1,35910.1116870548,14.2238321315142,7404.6873262772,24.0034042698101,9.13528655765842
11,13,106.29964744332,1,1,37662.0781856708,14.2238321315142,7805.59692557456,22.5936240262822,16.6368382396197
11,14,102.354164391857,1,1,40004.2610702579,14.2238321315142,7859.55497763615,26.0971598151932,9.28599555328474
11,15,103.357182484907,1,1,37437.5645478664,14.2238321315142,7633.82981114875,28.3129414202717,13.6769773656448
12,1,73.4233019563289,0,0,25748.8832401805,14.2598851435472,5566.57349047292,28.5483050153907,0
12,2,79.9184710871493,0,0,26847.3118142146,14.2598851435472,5582.22235804405,26.3585613504102,2.66153868307446
12,3,78.6902446647496,0,0,29026.3058833519,14.2598851435472,5540.70856048537,28.961073602755,2.55607288898014
12,4,74.7227999412631,0,0,30105.0401693876,14.2598851435472,5586.77322515417,23.4293275197861,5.06680035945152
12,5,83.2563228497804,0,0,30376.8028599433,14.2598851435472,6392.27748649425,28.1476793365798,5.53151395574043
12,6,91.8270535695254,0,0,30008.4545465639,14.2598851435472,7073.03714646671,23.9491273442916,8.02775551252504
12,7,90.6221469895473,0,1,31913.5219609199,14.2598851435472,7134.88890622345,24.6094785533798,6.59016981285627
12,8,77.0376670748644,0,1,32906.8795343986,14.2598851435472,6368.26038017362,23.5240056619925,5.94096022590599
12,9,92.1851532241223,0,1,34188.0753799078,14.2598851435472,6745.59070649066,21.7614205627872,10.0623775000589
12,10,83.3399806389868,0,1,36936.8329887268,14.2598851435472,6763.36363392661,25.173166304244,8.45017183510815
12,11,87.4136176558333,0,1,35560.4684204274,14.2598851435472,7287.76738978086,27.7523159434342,10.6027592574146
12,12,90.6929314310415,0,1,37236.7944992744,14.2598851435472,7233.32728712652,22.6961867108747,12.0228140784776
12,13,100.877979988805,0,1,37378.422895779,14.2598851435472,8433.34462322906,27.6391293300734,15.3317726001193
12,14,96.577590845655,0,1,37766.8845316323,14.2598851435472,7626.69579230169,23.2072638684468,17.1270986347326
12,15,101.890020237936,0,1,40566.3514218151,14.2598851435472,7778.93030894373,21.4685843078984,14.7102315118401
13,1,73.7078590554328,1,0,30249.920345935,11.2119884899147,5142.10001716881,24.6012406163095,0
13,2,71.8482455651881,1,0,34959.0717787054,11.2119884899147,5306.20984947249,21.7801398634711,0
13,3,74.9098382131385,1,0,33239.7390904059,11.2119884899147,5942.66675375845,23.846531598598,2.05776825090366
13,4,88.4021961103977,1,0,34130.7432921528,11.2119884899147,6067.3147796134,20.3175696486409,4.45605686296643
13,5,76.7055088892472,1,0,34927.2580685588,11.2119884899147,5210.32815490482,22.4081522807544,6.4533683058947
13,6,76.9737658349133,1,0,37760.7623831052,11.2119884899147,5870.05598821075,27.1701246976927,2.83731946928898
13,7,89.4890833658027,1,1,37504.3575169642,11.2119884899147,6184.15059670772,24.6781780503464,6.68977113656432
13,8,93.4957551616507,1,1,37512.7533263081,11.2119884899147,7071.84008545294,24.3218160801291,6.2038826448444
13,9,89.1744065448126,1,1,37520.8677269408,11.2119884899147,6789.72293910494,26.3326392828015,7.98860982070304
13,10,97.4993284270746,1,1,38571.6433363296,11.2119884899147,7249.79484670338,27.1181375670091,7.15897089168722
13,11,99.3233917963901,1,1,39748.6953552053,11.2119884899147,7160.79840009522,26.5401493902196,10.2443857811716
13,12,101.069459687453,1,1,42671.9466550164,11.2119884899147,7180.32416169078,19.4287855877779,13.0859458867491
13,13,105.839484368449,1,1,42191.3302117626,11.2119884899147,7932.29527935607,26.466959053808,13.4117243752579
13,14,103.48466895059,1,1,42546.4267283492,11.2119884899147,8966.63402584122,23.9415526357107,14.7425765745367
13,15,115.041134112119,1,1,45018.9983924048,11.2119884899147,8003.51516129588,27.4408891386244,13.7380203541806
14,1,76.1492605053628,1,0,42208.3491361829,11.0623683930087,3498.98809782204,24.7462627570113,0
14,2,77.2322546029862,1,0,40630.2173289156,11.0623683930087,4921.05695682362,23.6461074251931,1.8163740857191
14,3,82.7436865717746,1,0,41341.3959647708,11.0623683930087,5486.75340435898,24.177803792363,3.36096108582266
14,4,84.4617570908481,1,0,42593.1923913631,11.0623683930087,5021.68669565295,32.1350148705032,5.78527982818389
14,5,90.5186070035955,1,0,42704.6434639295,11.0623683930087,6158.46522206346,26.3549243841399,6.02533191907635
14,6,91.1387639900892,1,0,43577.4340677765,11.0623683930087,5907.92610873766,30.5350185942267,8.04984500089673
14,7,93.9294087751347,1,1,45346.8458178893,11.0623683930087,6748.47883304208,23.1481208759308,7.8351771338848
14,8,102.662703585211,1,1,44033.8404338231,11.0623683930087,7072.26145302248,20.6861128987815,7.12815596682817
14,9,102.564260903808,1,1,44275.104416236,11.0623683930087,5892.69465891346,22.7002272911158,8.32313254674284
14,10,108.766378052225,1,1,45502.8008404909,11.0623683930087,7281.80070137465,25.0976522622233,13.2722271682903
14,11,101.61691668208,1,1,45429.6215456826,11.0623683930087,7686.40349448177,24.5300254631486,10.5441021770478
14,12,101.098928908914,1,1,46568.3108327816,11.0623683930087,7059.7582078906,27.5894336177993,12.7759551102558
14,13,107.225328035899,1,1,46178.1543156547,11.0623683930087,7136.73317643389,22.2690110711689,9.82266486520082
14,14,116.654562195474,1,1,47307.2278773023,11.0623683930087,6832.01953263081,23.458392614694,13.6312360208302
14,15,104.300742737438,1,1,45761.5441511594,11.0623683930087,8481.77095134696,22.3759357375926,11.3320427554703
15,1,95.6749050411456,0,0,49232.2838605544,12.2207958270236,6241.84272657394,29.2482888073344,1.24641941601763
15,2,98.8692204066385,0,0,49575.9126265696,12.2207958270236,5341.78109302328,24.4811011172609,0
15,3,98.1377693004849,0,0,49775.3344499379,12.2207958270236,6153.34729960153,22.7389785068887,4.10964913943737
15,4,97.3602183684071,0,0,51426.5562292207,12.2207958270236,6413.87141593695,28.6552484690376,2.73911928537494
15,5,109.118334121548,0,0,53085.3687940829,12.2207958270236,6050.64687605154,24.3982395898066,5.90973074904427
15,6,89.2698831625429,0,0,53679.4652242827,12.2207958270236,6220.0859259824,29.2650735701334,3.00180617959001
15,7,101.259132366946,0,1,55154.3544343856,12.2207958270236,7426.07399461421,21.2671039852819,7.52278071705755
15,8,97.9526065360726,0,1,56275.5183266202,12.2207958270236,6376.37723139972,29.3902990270401,5.19565103232427
15,9,115.353533922428,0,1,57036.8315247968,12.2207958270236,6209.19365985589,25.1281108200419,9.83797345424392
15,10,116.40225308793,0,1,56757.6267301958,12.2207958270236,7619.36164068062,22.6884038589322,10.763081556746
15,11,117.333078536842,0,1,56627.7081202163,12.2207958270236,6900.88315466239,20.9995831119262,11.8006144978558
15,12,104.151896393756,0,1,58549.2777599633,12.2207958270236,6662.1451515463,32.6469894745357,11.4186867695932
15,13,117.86198757575,0,1,60873.0165779887,12.2207958270236,7431.91757990412,22.1045416282099,16.7232476622364
15,14,122.085502250541,0,1,60455.633188172,12.2207958270236,7378.97951719934,22.9194629570294,15.7873678285373
15,15,118.778062786592,0,1,59813.5663136372,12.2207958270236,7502.8795177095,22.740885841082,15.8768624762884
16,1,94.4047296622698,1,0,43865.6035367293,15.1890533678842,6335.47194804917,27.9831515042412,1.05201861858811
16,2,85.8457726232993,1,0,44649.6114665423,15.1890533678842,5405.09398018331,25.9393566710845,1.8620796510307
16,3,91.6771462197955,1,0,44960.7606426462,15.1890533678842,5879.10618797049,22.6352484137284,4.73567991511645
16,4,92.8707554990664,1,0,46528.2973426838,15.1890533678842,4745.55643644694,24.7346526706018,1.2634625247913
16,5,99.2226081513781,1,0,48717.8953513626,15.1890533678842,6051.63308492199,28.6277965012668,4.77354383360038
16,6,92.2266749043278,1,0,49641.2756175635,15.1890533678842,5299.9261105403,24.065631578122,6.90794587483479
16,7,104.098238080673,1,1,48879.3544722506,15.1890533678842,6636.75107225815,27.6095970267859,6.57598871987839
16,8,106.450530904163,1,1,50339.8880696435,15.1890533678842,6962.51733029729,22.494068613203,7.50390892726708
16,9,94.4648537353343,1,1,49868.7059048406,15.1890533678842,6586.56728687545,27.2339028752769,6.10358684855364
16,10,104.617136593897,1,1,51588.6135657955,15.1890533678842,6731.61347260059,25.9590935270377,12.0815172084722
16,11,100.829108048456,1,1,55318.1791312189,15.1890533678842,7861.93016585017,28.9506756559346,3.90823280783005
16,12,105.449117278091,1,1,55801.5202612541,15.1890533678842,6854.32343450088,29.3950284516341,11.8117354037527
16,13,111.285003911257,1,1,55067.8276924494,15.1890533678842,7754.690553474,24.4379439946318,15.6548435585731
16,14,115.479622967075,1,1,55598.1891144192,15.1890533678842,8046.0869865044,24.006179260766,13.1270995508154
16,15,117.548333396776,1,1,55917.602804543,15.1890533678842,8369.52031955484,27.8181516927182,13.5930390646242
17,1,76.302591617957,0,0,32116.1598754257,13.278061460037,5141.03692294069,27.4158514908821,0.852828057952587
17,2,87.8995848016733,0,0,31160.053482794,13.278061460037,5479.32051681677,21.642018943193,2.19587952639312
17,3,82.0192202779728,0,0,31506.7905848819,13.278061460037,5112.48020458146,26.9170763354615,0
17,4,78.8886025675068,0,0,34234.1225684938,13.278061460037,6270.24969386173,24.0124081394596,3.83411161898114
17,5,89.2577530908996,0,0,33111.7851339772,13.278061460037,5705.18055815403,22.3320527415417,11.6764216852896
17,6,92.4554297020612,0,0,35993.2509007361,13.278061460037,5687.60802227551,27.6609347561341,7.64843917960621
17,7,92.9682564082274,0,1,37762.8727416618,13.278061460037,6216.44180522446,17.3276966919753,5.94596839145161
17,8,104.571409338047,0,1,37167.148016095,13.278061460037,6221.26354802907,23.3497258016431,10.2557849973882
17,9,98.1063560040261,0,1,39883.9148558936,13.278061460037,7339.66443386241,26.6325027623434,10.0651821195111
17,10,88.1720787729619,0,1,40129.501079713,13.278061460037,6677.53791348366,28.0397741446739,9.950777548374
17,11,111.060990973384,0,1,39864.4577657173,13.278061460037,8385.362610238,22.6263377186008,9.40958497313756
17,12,96.649930145624,0,1,42172.8938572383,13.278061460037,7316.59402147423,23.9986223396891,9.72977700498295
17,13,103.232476489782,0,1,41949.3823308954,13.278061460037,8063.48069767436,26.6615962751021,14.1602024374055
